Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
01/07/2021,Himachal Pradesh,3362066,546919,3908985
01/07/2021,Jammu and Kashmir,3877660,693765,4571425
01/07/2021,Jharkhand,5821461,1072062,6893523
01/07/2021,Karnataka,19125071,3787022,22912093
01/07/2021,Kerala,10915717,3326979,14242696
01/07/2021,Ladakh,171445,57372,228817
01/07/2021,Lakshadweep,46901,8027,54928
01/07/2021,Madhya Pradesh,18762997,2545187,21308184
01/07/2021,Maharashtra,26252955,6468296,32721251
01/07/2021,Manipur,597706,74460,672166
01/07/2021,Meghalaya,631349,80944,712293
01/07/2021,Mizoram,524954,55599,580553
01/07/2021,Nagaland,447305,61992,509297
01/07/2021,Odisha,9899724,2155500,12055224
01/07/2021,Puducherry,445115,68346,513461
01/07/2021,Punjab,6128641,1007215,7135856
01/07/2021,Rajasthan,20795337,4006987,24802324
01/07/2021,Sikkim,407286,76184,483470
01/07/2021,Tamil Nadu,13262371,2599021,15861392
01/07/2021,Telangana,9636298,1604298,11240596
01/07/2021,Tripura,1969633,599487,2569120
01/07/2021,Uttar Pradesh,27048814,4586490,31635304
01/07/2021,Uttarakhand,3609949,836737,4446686
01/07/2021,West Bengal,16900326,5109791,22010117
01/07/2021,Miscellaneous,1736503,1522551,3259054
01/07/2021,Total,279454091,60622141,340076232
02/07/2021,Andaman and Nicobar Islands,158335,22887,181222
02/07/2021,Andhra Pradesh,13099421,3233212,16332633
02/07/2021,Arunachal Pradesh,527049,87483,614532
02/07/2021,Assam,6171965,1275928,7447893
02/07/2021,Bihar,14393539,2332558,16726097
02/07/2021,Chandigarh,449392,91711,541103
02/07/2021,Chhattisgarh,8107149,1630971,9738120
02/07/2021,Dadra and Nagar Haveli and Daman and Diu,407849,44695,452544
02/07/2021,Delhi,6345193,1866900,8212093
02/07/2021,Goa,837780,122950,960730
02/07/2021,Gujarat,20427347,5792629,26219976
02/07/2021,Haryana,7705836,1514764,9220600
02/07/2021,Himachal Pradesh,3370592,576798,3947390
02/07/2021,Jammu and Kashmir,3949930,722113,4672043
02/07/2021,Jharkhand,5846521,1077690,6924211
02/07/2021,Karnataka,19293718,3858937,23152655
02/07/2021,Kerala,11043967,3487684,14531651
02/07/2021,Ladakh,172099,57988,230087
02/07/2021,Lakshadweep,47042,8252,55294
02/07/2021,Madhya Pradesh,18778359,2548587,21326946
02/07/2021,Maharashtra,26512936,6597723,33110659
02/07/2021,Manipur,620461,75100,695561
02/07/2021,Meghalaya,641758,82654,724412
02/07/2021,Mizoram,534950,57722,592672
02/07/2021,Nagaland,454307,64082,518389
02/07/2021,Odisha,9927389,2162831,12090220
02/07/2021,Puducherry,448923,69834,518757
02/07/2021,Punjab,6149284,1018375,7167659
02/07/2021,Rajasthan,20857534,4030244,24887778
02/07/2021,Sikkim,411724,81810,493534
02/07/2021,Tamil Nadu,13526547,2648165,16174712
02/07/2021,Telangana,9783570,1639786,11423356
02/07/2021,Tripura,1987810,608325,2596135
02/07/2021,Uttar Pradesh,27365460,4703917,32069377
02/07/2021,Uttarakhand,3631811,847666,4479477
02/07/2021,West Bengal,17019201,5301150,22320351
02/07/2021,Miscellaneous,1736701,1523721,3260422
02/07/2021,Total,282743449,61867842,344611291
03/07/2021,Andaman and Nicobar Islands,159330,24773,184103
03/07/2021,Andhra Pradesh,13172967,3268484,16441451
03/07/2021,Arunachal Pradesh,534374,89461,623835
03/07/2021,Assam,6303714,1294608,7598322
03/07/2021,Bihar,14727517,2396030,17123547
03/07/2021,Chandigarh,456634,94952,551586
03/07/2021,Chhattisgarh,8193672,1683015,9876687
03/07/2021,Dadra and Nagar Haveli and Daman and Diu,418710,47632,466342
03/07/2021,Delhi,6466497,1906836,8373333
03/07/2021,Goa,852875,127808,980683
03/07/2021,Gujarat,20653202,5899773,26552975
03/07/2021,Haryana,7805898,1554725,9360623
03/07/2021,Himachal Pradesh,3378239,607655,3985894
03/07/2021,Jammu and Kashmir,4014703,746876,4761579
03/07/2021,Jharkhand,5949645,1111158,7060803
03/07/2021,Karnataka,19602490,4037786,23640276
03/07/2021,Kerala,11162824,3601746,14764570
03/07/2021,Ladakh,173803,58330,232133
03/07/2021,Lakshadweep,47084,8548,55632
03/07/2021,Madhya Pradesh,18782554,2812686,21595240
03/07/2021,Maharashtra,27074275,6856957,33931232
03/07/2021,Manipur,643887,75690,719577
03/07/2021,Meghalaya,649937,83498,733435
03/07/2021,Mizoram,540569,59673,600242
03/07/2021,Nagaland,456431,64467,520898
03/07/2021,Odisha,9996014,2206539,12202553
03/07/2021,Puducherry,454244,72027,526271
03/07/2021,Punjab,6535786,1184756,7720542
03/07/2021,Rajasthan,21331201,4337542,25668743
03/07/2021,Sikkim,416397,85181,501578
03/07/2021,Tamil Nadu,13926336,2714557,16640893
03/07/2021,Telangana,9939448,1692217,11631665
03/07/2021,Tripura,1998977,614628,2613605
03/07/2021,Uttar Pradesh,27780215,4820131,32600346
03/07/2021,Uttarakhand,3664348,863059,4527407
03/07/2021,West Bengal,17135555,5455784,22591339
03/07/2021,Miscellaneous,1736809,1524557,3261366
03/07/2021,Total,287137161,64084145,351221306
04/07/2021,Andaman and Nicobar Islands,159342,25173,184515
04/07/2021,Andhra Pradesh,13188396,3271472,16459868
04/07/2021,Arunachal Pradesh,538852,90277,629129
04/07/2021,Assam,6330124,1299534,7629658
04/07/2021,Bihar,14837000,2420710,17257710
04/07/2021,Chandigarh,461440,96710,558150
04/07/2021,Chhattisgarh,8240838,1713403,9954241
04/07/2021,Dadra and Nagar Haveli and Daman and Diu,422020,48412,470432
04/07/2021,Delhi,6472151,1910688,8382839
04/07/2021,Goa,859902,130578,990480
04/07/2021,Gujarat,20835697,5980271,26815968
04/07/2021,Haryana,7840075,1569705,9409780
04/07/2021,Himachal Pradesh,3378319,607686,3986005
04/07/2021,Jammu and Kashmir,4052689,754724,4807413
04/07/2021,Jharkhand,6054011,1147181,7201192
04/07/2021,Karnataka,19704272,4086710,23790982
04/07/2021,Kerala,11179952,3610500,14790452
04/07/2021,Ladakh,174447,58348,232795
04/07/2021,Lakshadweep,47084,8590,55674
04/07/2021,Madhya Pradesh,18783421,2819017,21602438
04/07/2021,Maharashtra,27181412,6894863,34076275
04/07/2021,Manipur,653419,75922,729341
04/07/2021,Meghalaya,650477,83879,734356
04/07/2021,Mizoram,540706,59673,600379
04/07/2021,Nagaland,461490,65429,526919
04/07/2021,Odisha,10017262,2220081,12237343
04/07/2021,Puducherry,455714,73723,529437
04/07/2021,Punjab,6607383,1217548,7824931
04/07/2021,Rajasthan,21402124,4367709,25769833
04/07/2021,Sikkim,416397,85183,501580
04/07/2021,Tamil Nadu,14015593,2732378,16747971
04/07/2021,Telangana,9945428,1702925,11648353
04/07/2021,Tripura,2000452,615117,2615569
04/07/2021,Uttar Pradesh,27802597,4826538,32629135
04/07/2021,Uttarakhand,3710393,878599,4588992
04/07/2021,West Bengal,17165994,5494551,22660545
04/07/2021,Miscellaneous,1736809,1524557,3261366
04/07/2021,Total,288323682,64568364,352892046
05/07/2021,Andaman and Nicobar Islands,160298,29266,189564
05/07/2021,Andhra Pradesh,13264680,3317584,16582264
05/07/2021,Arunachal Pradesh,549638,94056,643694
05/07/2021,Assam,6380471,1309982,7690453
05/07/2021,Bihar,14936096,2449596,17385692
05/07/2021,Chandigarh,467197,99404,566601
05/07/2021,Chhattisgarh,8299801,1748422,10048223
05/07/2021,Dadra and Nagar Haveli and Daman and Diu,430106,50866,480972
05/07/2021,Delhi,6523882,1939807,8463689
05/07/2021,Goa,870453,136535,1006988
05/07/2021,Gujarat,21037552,6081045,27118597
05/07/2021,Haryana,7907797,1608298,9516095
05/07/2021,Himachal Pradesh,3387800,659342,4047142
05/07/2021,Jammu and Kashmir,4103997,770582,4874579
05/07/2021,Jharkhand,6127715,1174660,7302375
05/07/2021,Karnataka,19966595,4219905,24186500
05/07/2021,Kerala,11261356,3685733,14947089
05/07/2021,Ladakh,176300,59127,235427
05/07/2021,Lakshadweep,47243,8963,56206
05/07/2021,Madhya Pradesh,18788825,3227671,22016496
05/07/2021,Maharashtra,27418684,6986438,34405122
05/07/2021,Manipur,682013,77454,759467
05/07/2021,Meghalaya,661585,85910,747495
05/07/2021,Mizoram,548934,62963,611897
05/07/2021,Nagaland,469988,68975,538963
05/07/2021,Odisha,10221766,2370621,12592387
05/07/2021,Puducherry,460557,78465,539022
05/07/2021,Punjab,6639425,1234983,7874408
05/07/2021,Rajasthan,21436674,4384950,25821624
05/07/2021,Sikkim,423173,92194,515367
05/07/2021,Tamil Nadu,14154348,2767357,16921705
05/07/2021,Telangana,10077503,1752938,11830441
05/07/2021,Tripura,2009334,620862,2630196
05/07/2021,Uttar Pradesh,28482688,5012080,33494768
05/07/2021,Uttarakhand,3774468,913800,4688268
05/07/2021,West Bengal,17286349,5674459,22960808
05/07/2021,Miscellaneous,1737099,1525929,3263028
05/07/2021,Total,291172390,66381222,357553612
06/07/2021,Andaman and Nicobar Islands,161401,35088,196489
06/07/2021,Andhra Pradesh,13298619,3335328,16633947
06/07/2021,Arunachal Pradesh,556791,97418,654209
06/07/2021,Assam,6396900,1315716,7712616
06/07/2021,Bihar,15047774,2480073,17527847
06/07/2021,Chandigarh,472038,102146,574184
06/07/2021,Chhattisgarh,8323609,1763217,10086826
06/07/2021,Dadra and Nagar Haveli and Daman and Diu,437342,52908,490250
06/07/2021,Delhi,6543046,1955333,8498379
06/07/2021,Goa,880174,141261,1021435
06/07/2021,Gujarat,21181276,6150594,27331870
06/07/2021,Haryana,7948524,1633480,9582004
06/07/2021,Himachal Pradesh,3398021,717807,4115828
06/07/2021,Jammu and Kashmir,4149494,780541,4930035
06/07/2021,Jharkhand,6228930,1216827,7445757
06/07/2021,Karnataka,20170366,4307475,24477841
06/07/2021,Kerala,11322762,3739556,15062318
06/07/2021,Ladakh,177767,59794,237561
06/07/2021,Lakshadweep,47468,9288,56756
06/07/2021,Madhya Pradesh,18792035,3236461,22028496
06/07/2021,Maharashtra,27660383,7142815,34803198
06/07/2021,Manipur,706914,78813,785727
06/07/2021,Meghalaya,674909,88768,763677
06/07/2021,Mizoram,554964,65647,620611
06/07/2021,Nagaland,478548,73648,552196
06/07/2021,Odisha,10421760,2505430,12927190
06/07/2021,Puducherry,463896,84623,548519
06/07/2021,Punjab,6654477,1242647,7897124
06/07/2021,Rajasthan,21454506,4393818,25848324
06/07/2021,Sikkim,428512,98958,527470
06/07/2021,Tamil Nadu,14225382,2792816,17018198
06/07/2021,Telangana,10173757,1792592,11966349
06/07/2021,Tripura,2017992,624699,2642691
06/07/2021,Uttar Pradesh,29315028,5209652,34524680
06/07/2021,Uttarakhand,3821396,941582,4762978
06/07/2021,West Bengal,17382766,5822638,23205404
06/07/2021,Miscellaneous,1737305,1527259,3264564
06/07/2021,Total,293706832,67616716,361323548
07/07/2021,Andaman and Nicobar Islands,162375,40529,202904
07/07/2021,Andhra Pradesh,13322361,3354510,16676871
07/07/2021,Arunachal Pradesh,566001,101318,667319
07/07/2021,Assam,6402566,1318030,7720596
07/07/2021,Bihar,15114284,2497336,17611620
07/07/2021,Chandigarh,476076,104659,580735
07/07/2021,Chhattisgarh,8335044,1770209,10105253
07/07/2021,Dadra and Nagar Haveli and Daman and Diu,444209,54606,498815
07/07/2021,Delhi,6554851,1965905,8520756
07/07/2021,Goa,889028,147076,1036104
07/07/2021,Gujarat,21186487,6153541,27340028
07/07/2021,Haryana,7967969,1649543,9617512
07/07/2021,Himachal Pradesh,3406867,766163,4173030
07/07/2021,Jammu and Kashmir,4210635,794594,5005229
07/07/2021,Jharkhand,6277078,1238711,7515789
07/07/2021,Karnataka,20355148,4384445,24739593
07/07/2021,Kerala,11356276,3764310,15120586
07/07/2021,Ladakh,178128,60177,238305
07/07/2021,Lakshadweep,47562,9763,57325
07/07/2021,Madhya Pradesh,18988628,3498980,22487608
07/07/2021,Maharashtra,28046874,7398150,35445024
07/07/2021,Manipur,735374,81102,816476
07/07/2021,Meghalaya,684412,90901,775313
07/07/2021,Mizoram,562364,69749,632113
07/07/2021,Nagaland,486470,78500,564970
07/07/2021,Odisha,10542457,2589364,13131821
07/07/2021,Puducherry,467857,90138,557995
07/07/2021,Punjab,6778624,1312896,8091520
07/07/2021,Rajasthan,21492802,4444967,25937769
07/07/2021,Sikkim,433003,104480,537483
07/07/2021,Tamil Nadu,14280590,2814007,17094597
07/07/2021,Telangana,10182863,1810039,11992902
07/07/2021,Tripura,2022226,626396,2648622
07/07/2021,Uttar Pradesh,29896371,5375629,35272000
07/07/2021,Uttarakhand,3843931,957668,4801599
07/07/2021,West Bengal,17454774,5912029,23366803
07/07/2021,Miscellaneous,1737305,1527259,3264564
07/07/2021,Total,295889870,68957679,364847549
08/07/2021,Andaman and Nicobar Islands,163284,45356,208640
08/07/2021,Andhra Pradesh,13347424,3368492,16715916
08/07/2021,Arunachal Pradesh,574763,104981,679744
08/07/2021,Assam,6409358,1320968,7730326
08/07/2021,Bihar,15484440,2584950,18069390
08/07/2021,Chandigarh,479535,107119,586654
08/07/2021,Chhattisgarh,8386931,1803979,10190910
08/07/2021,Dadra and Nagar Haveli and Daman and Diu,450924,56128,507052
08/07/2021,Delhi,6666304,2013480,8679784
08/07/2021,Goa,896123,151365,1047488
08/07/2021,Gujarat,21190130,6157088,27347218
08/07/2021,Haryana,7991029,1667304,9658333
08/07/2021,Himachal Pradesh,3414094,806114,4220208
08/07/2021,Jammu and Kashmir,4254750,810355,5065105
08/07/2021,Jharkhand,6301724,1248099,7549823
08/07/2021,Karnataka,20494925,4447263,24942188
08/07/2021,Kerala,11393121,3828293,15221414
08/07/2021,Ladakh,179174,60415,239589
08/07/2021,Lakshadweep,47717,10127,57844
08/07/2021,Madhya Pradesh,19543269,3669210,23212479
08/07/2021,Maharashtra,28250377,7522771,35773148
08/07/2021,Manipur,758845,82292,841137
08/07/2021,Meghalaya,696290,93824,790114
08/07/2021,Mizoram,572405,77211,649616
08/07/2021,Nagaland,492727,82677,575404
08/07/2021,Odisha,10623963,2652090,13276053
08/07/2021,Puducherry,470845,95606,566451
08/07/2021,Punjab,6792574,1323363,8115937
08/07/2021,Rajasthan,21575229,4547860,26123089
08/07/2021,Sikkim,436734,110041,546775
08/07/2021,Tamil Nadu,14363683,2879848,17243531
08/07/2021,Telangana,10249542,1856644,12106186
08/07/2021,Tripura,2031660,631163,2662823
08/07/2021,Uttar Pradesh,30540558,5532965,36073523
08/07/2021,Uttarakhand,3865593,970930,4836523
08/07/2021,West Bengal,17550459,6062514,23612973
08/07/2021,Miscellaneous,1738410,1529424,3267834
08/07/2021,Total,298678913,70312309,368991222
09/07/2021,Andaman and Nicobar Islands,164079,51673,215752
09/07/2021,Andhra Pradesh,13372991,3379662,16752653
09/07/2021,Arunachal Pradesh,583283,108549,691832
09/07/2021,Assam,6462377,1328658,7791035
09/07/2021,Bihar,15746006,2639043,18385049
09/07/2021,Chandigarh,483886,110610,594496
09/07/2021,Chhattisgarh,8449013,1846188,10295201
09/07/2021,Dadra and Nagar Haveli and Daman and Diu,458219,57873,516092
09/07/2021,Delhi,6761670,2049346,8811016
09/07/2021,Goa,904933,158124,1063057
09/07/2021,Gujarat,21193413,6159886,27353299
09/07/2021,Haryana,8055206,1713107,9768313
09/07/2021,Himachal Pradesh,3419934,838929,4258863
09/07/2021,Jammu and Kashmir,4272302,816684,5088986
09/07/2021,Jharkhand,6318626,1254799,7573425
09/07/2021,Karnataka,20709400,4567725,25277125
09/07/2021,Kerala,11454406,3958218,15412624
09/07/2021,Ladakh,180257,60561,240818
09/07/2021,Lakshadweep,47830,10455,58285
09/07/2021,Madhya Pradesh,19555645,3673641,23229286
09/07/2021,Maharashtra,28386834,7588525,35975359
09/07/2021,Manipur,770581,83777,854358
09/07/2021,Meghalaya,706033,96032,802065
09/07/2021,Mizoram,580502,86722,667224
09/07/2021,Nagaland,500265,86701,586966
09/07/2021,Odisha,10683343,2693487,13376830
09/07/2021,Puducherry,473917,100944,574861
09/07/2021,Punjab,6800474,1329096,8129570
09/07/2021,Rajasthan,21609690,4589904,26199594
09/07/2021,Sikkim,440417,115683,556100
09/07/2021,Tamil Nadu,14418168,2918241,17336409
09/07/2021,Telangana,10353234,1919742,12272976
09/07/2021,Tripura,2043421,637853,2681274
09/07/2021,Uttar Pradesh,31128043,5689999,36818042
09/07/2021,Uttarakhand,3882097,982302,4864399
09/07/2021,West Bengal,17633337,6220264,23853601
09/07/2021,Miscellaneous,1738910,1530523,3269433
09/07/2021,Total,300742742,71453526,372196268
10/07/2021,Andaman and Nicobar Islands,166120,56520,222640
10/07/2021,Andhra Pradesh,13472776,3473215,16945991
10/07/2021,Arunachal Pradesh,590034,111666,701700
10/07/2021,Assam,6566338,1345122,7911460
10/07/2021,Bihar,15882280,2674098,18556378
10/07/2021,Chandigarh,490212,115043,605255
10/07/2021,Chhattisgarh,8498849,1865528,10364377
10/07/2021,Dadra and Nagar Haveli and Daman and Diu,466318,59768,526086
10/07/2021,Delhi,6814195,2076571,8890766
10/07/2021,Goa,917320,166208,1083528
10/07/2021,Gujarat,21373145,6264178,27637323
10/07/2021,Haryana,8104874,1743422,9848296
10/07/2021,Himachal Pradesh,3423175,857856,4281031
10/07/2021,Jammu and Kashmir,4293976,821422,5115398
10/07/2021,Jharkhand,6368394,1281530,7649924
10/07/2021,Karnataka,20854334,4664767,25519101
10/07/2021,Kerala,11544603,4122660,15667263
10/07/2021,Ladakh,181385,60730,242115
10/07/2021,Lakshadweep,47936,10670,58606
10/07/2021,Madhya Pradesh,20130896,3789171,23920067
10/07/2021,Maharashtra,28600474,7744107,36344581
10/07/2021,Manipur,776564,84614,861178
10/07/2021,Meghalaya,712497,97505,810002
10/07/2021,Mizoram,583307,88062,671369
10/07/2021,Nagaland,502157,87758,589915
10/07/2021,Odisha,10727017,2716948,13443965
10/07/2021,Puducherry,479916,107073,586989
10/07/2021,Punjab,6842476,1341758,8184234
10/07/2021,Rajasthan,21664063,4667398,26331461
10/07/2021,Sikkim,442125,118462,560587
10/07/2021,Tamil Nadu,14464842,2940208,17405050
10/07/2021,Telangana,10417619,1977578,12395197
10/07/2021,Tripura,2058044,647462,2705506
10/07/2021,Uttar Pradesh,31368938,5797454,37166392
10/07/2021,Uttarakhand,3899305,990048,4889353
10/07/2021,West Bengal,17705276,6363044,24068320
10/07/2021,Miscellaneous,1739718,1531464,3271182
10/07/2021,Total,303171498,72861088,376032586
11/07/2021,Andaman and Nicobar Islands,166343,56716,223059
11/07/2021,Andhra Pradesh,13530304,3524470,17054774
11/07/2021,Arunachal Pradesh,593409,112679,706088
11/07/2021,Assam,6664502,1352045,8016547
11/07/2021,Bihar,15907489,2685174,18592663
11/07/2021,Chandigarh,494636,117097,611733
11/07/2021,Chhattisgarh,8510673,1870157,10380830
11/07/2021,Dadra and Nagar Haveli and Daman and Diu,468934,60334,529268
11/07/2021,Delhi,6821204,2080422,8901626
11/07/2021,Goa,925118,170968,1096086
11/07/2021,Gujarat,21524646,6341638,27866284
11/07/2021,Haryana,8123747,1754981,9878728
11/07/2021,Himachal Pradesh,3423246,858062,4281308
11/07/2021,Jammu and Kashmir,4314682,835458,5150140
11/07/2021,Jharkhand,6386040,1288741,7674781
11/07/2021,Karnataka,20921191,4703519,25624710
11/07/2021,Kerala,11559011,4141963,15700974
11/07/2021,Ladakh,181815,60730,242545
11/07/2021,Lakshadweep,47993,10741,58734
11/07/2021,Madhya Pradesh,20143924,3791057,23934981
11/07/2021,Maharashtra,28703564,7822426,36525990
11/07/2021,Manipur,781273,84767,866040
11/07/2021,Meghalaya,712955,97618,810573
11/07/2021,Mizoram,583639,88062,671701
11/07/2021,Nagaland,505562,88846,594408
11/07/2021,Odisha,10732741,2718827,13451568
11/07/2021,Puducherry,484491,110044,594535
11/07/2021,Punjab,6866655,1345592,8212247
11/07/2021,Rajasthan,21724229,4686607,26410836
11/07/2021,Sikkim,442125,118462,560587
11/07/2021,Tamil Nadu,14521761,2968689,17490450
11/07/2021,Telangana,10422316,1987596,12409912
11/07/2021,Tripura,2060295,648572,2708867
11/07/2021,Uttar Pradesh,31381029,5801264,37182293
11/07/2021,Uttarakhand,3914022,993205,4907227
11/07/2021,West Bengal,17733441,6424246,24157687
11/07/2021,Miscellaneous,1739847,1531874,3271721
11/07/2021,Total,304018852,73333649,377352501
12/07/2021,Andaman and Nicobar Islands,168329,62169,230498
12/07/2021,Andhra Pradesh,13680584,3677411,17357995
12/07/2021,Arunachal Pradesh,600181,117004,717185
