date,TT,AN,AP,AR,AS,BR,CH,CT,DATEYMD,DD,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UN,UP,UT,WB,
19-Mar-21,40906,2,246,0,19,90,214,1097,2021-03-19,0,716,10,100,1415,182,872,105,152,1587,1984,5,3,25681,3,1,1140,0,0,110,2470,61,402,3,313,1087,10,0,380,99,347,
20-Mar-21,43815,0,380,0,27,88,203,1273,2021-03-20,0,813,7,154,1565,148,821,123,140,1798,2078,25,0,27126,4,6,1308,1,0,120,2578,60,445,5,364,1243,5,0,441,83,383,
21-Mar-21,47009,1,368,0,25,126,239,1000,2021-03-21,0,823,10,98,1580,141,867,83,158,1715,1875,2,18,30535,0,3,1322,1,0,98,2644,64,476,2,394,1289,5,0,488,137,422,
22-Mar-21,40636,0,310,0,30,90,208,1525,2021-03-22,0,888,4,85,1640,200,865,110,132,1445,1239,12,25,24645,4,4,1348,1,0,146,2299,47,602,0,337,1385,0,0,538,104,368,
23-Mar-21,47239,0,492,0,52,111,214,1910,2021-03-23,0,1101,7,133,1730,157,895,130,157,2010,1985,9,6,28699,1,13,1502,3,0,113,2254,87,480,2,412,1437,6,0,633,94,404,
24-Mar-21,53419,2,585,0,41,170,249,2106,2021-03-24,0,1254,11,140,1790,266,981,194,195,2298,2456,13,2,31855,2,10,1712,1,1,170,2613,125,669,2,431,1636,9,0,734,234,462,
25-Mar-21,59083,1,758,0,40,258,226,2419,2021-03-25,0,1515,26,189,1961,315,1053,278,172,2523,1989,6,9,35952,3,3,1885,2,2,214,2661,95,715,2,493,1779,1,0,830,192,516,
26-Mar-21,62276,1,984,1,37,211,248,2665,2021-03-26,0,1534,17,113,2190,351,1322,308,210,2566,1825,17,6,36902,7,6,2091,6,1,234,3122,96,853,3,518,1971,0,0,1028,186,646,
27-Mar-21,62632,1,947,2,46,195,294,3162,2021-03-27,0,1558,26,170,2276,416,1383,340,271,2886,2055,9,0,35726,2,3,2142,3,0,210,2805,128,852,11,495,2089,10,0,1050,257,812,
28-Mar-21,68206,2,1005,0,48,351,296,2153,2021-03-28,0,1881,27,131,2270,277,1392,314,309,3082,2216,0,1,40414,1,9,2276,2,1,290,2870,137,1081,1,535,2194,0,0,1447,366,827,
29-Mar-21,56152,6,997,0,40,239,274,1423,2021-03-29,0,1904,16,128,2252,321,995,155,235,2792,1549,33,0,31643,2,6,2323,0,3,208,2868,125,902,0,403,2279,3,0,1280,109,639,
30-Mar-21,53237,29,993,0,53,74,265,3108,2021-03-30,0,992,12,127,2220,339,980,418,359,2975,2389,112,3,27918,22,2,2173,3,0,218,2188,115,665,6,463,2342,0,0,918,128,628,
31-Mar-21,72113,2,1184,0,49,259,266,4563,2021-03-31,0,1819,19,200,2360,285,1106,693,373,4225,2653,38,5,39544,9,5,2332,5,107,297,2944,127,906,2,684,2579,0,0,1198,293,982,
01-Apr-21,81398,1,1271,0,58,488,257,4617,2021-04-01,0,2790,17,265,2410,409,1609,690,461,4234,2798,18,3,43183,2,1,2546,3,5,394,3161,260,1350,6,887,2817,24,0,2589,500,1274,
02-Apr-21,89023,0,1288,1,63,662,287,4174,2021-04-02,0,3594,20,280,2640,406,1861,694,517,4991,2508,14,7,47913,15,5,2777,8,16,461,2873,213,1422,4,965,3290,4,0,2953,364,1733,
03-Apr-21,92994,14,1398,3,68,836,310,5818,2021-04-03,0,3567,16,219,2815,418,1959,873,501,4373,2541,37,7,49447,24,9,2839,3,1,452,2686,191,1675,6,1078,3446,2,0,3187,439,1736,
04-Apr-21,103794,11,1730,0,69,864,341,5250,2021-04-04,0,4033,25,265,2875,404,1904,787,573,4553,2802,29,1,57074,16,8,3178,3,1,471,3006,227,1729,6,1321,3581,14,0,4136,550,1957,
05-Apr-21,96563,7,1326,2,70,935,285,7302,2021-04-05,0,3548,27,247,3160,567,2040,1086,442,5279,2357,48,3,47288,4,5,3398,1,2,573,2692,180,2429,6,1097,3672,3,0,3974,547,1961,
06-Apr-21,115312,7,1941,2,92,1080,319,9921,2021-04-06,0,5100,16,387,3280,428,2099,1264,561,6150,3502,50,7,55469,9,7,3722,9,0,588,2905,237,2236,23,1498,3645,14,0,5895,791,2058,
07-Apr-21,126276,8,2331,8,195,1527,399,10310,2021-04-07,0,5506,24,527,3575,653,2366,1312,812,6976,3502,59,19,59907,5,12,4043,8,11,791,2963,173,2801,31,1914,3986,21,0,6002,1109,2390,
08-Apr-21,131878,18,2558,12,245,1911,324,10652,2021-04-08,0,7437,30,582,4021,621,2872,1882,835,6570,4353,91,8,56286,25,16,4324,14,5,879,3070,293,3526,6,2055,4276,37,0,8474,787,2783,
09-Apr-21,144945,12,2765,2,281,2174,422,11447,2021-04-09,0,8521,32,428,4541,662,2994,1925,808,7955,5063,116,6,58993,42,12,4882,36,7,1282,3404,223,3970,6,2478,5441,32,0,9587,748,3648,
10-Apr-21,152565,14,3309,3,405,3469,398,14098,2021-04-10,0,7897,103,540,5011,943,2937,2373,1005,6955,6194,146,10,55411,39,11,4986,25,12,1374,3239,272,4401,22,2909,5989,41,0,12748,1233,4043,
11-Apr-21,169914,15,3495,4,352,3756,402,10521,2021-04-11,0,10774,76,525,5469,570,3440,2296,915,10250,6986,15,5,63294,28,10,5939,29,5,1379,3039,306,5105,54,3187,6618,48,0,15276,1333,4398,
12-Apr-21,160838,11,3263,6,583,2999,424,13576,2021-04-12,0,11491,111,476,6021,1089,3818,2366,991,9579,5692,125,14,51751,26,18,6489,7,11,1741,3451,512,5771,5,2251,6711,10,0,13604,1334,4511,
13-Apr-21,185297,8,4228,14,590,4157,397,15121,2021-04-13,0,13468,98,562,6690,619,3845,2844,1269,8778,7515,165,21,60212,87,26,8998,36,11,1784,2980,418,5528,25,3052,6984,62,0,17963,1925,4817,
14-Apr-21,199584,38,4157,10,385,4786,421,14250,2021-04-14,0,17282,104,473,7410,925,5398,3198,1086,11265,8778,208,11,58952,98,21,9720,30,13,2267,3302,476,6200,21,2157,7819,39,0,20439,1953,5892,
15-Apr-21,216828,15,5086,8,499,6133,412,15256,2021-04-15,0,16699,103,757,8152,1034,5858,3480,1141,14738,8126,186,56,61695,97,18,10166,37,42,2989,4311,413,6658,41,3307,7987,0,0,22339,2220,6769,
16-Apr-21,234002,27,6096,28,573,6253,481,14912,2021-04-16,0,19486,138,927,8920,842,6277,3843,1144,14859,10031,245,44,63729,121,31,11045,25,22,3108,3891,531,7359,22,3840,8449,31,0,27360,2402,6910,
17-Apr-21,260895,42,7224,19,876,7870,431,16083,2021-04-17,0,24375,108,762,9541,1392,7717,3838,1145,17489,13835,362,106,67123,95,39,11269,62,32,3144,4431,715,9046,72,4446,9344,58,0,27334,2757,7713,
18-Apr-21,275063,59,6582,20,639,8690,625,12345,2021-04-18,0,25462,184,951,10340,788,7177,3992,1526,19067,18257,60,114,68631,71,72,12248,50,19,3664,4900,663,10262,105,5093,10723,69,0,30566,2630,8419,
19-Apr-21,257003,31,5963,65,1367,7487,612,13834,2021-04-19,0,23686,121,940,11403,1695,6842,4290,1516,15785,13644,175,117,58924,110,54,12897,45,13,4445,4622,565,11967,9,4009,10941,32,0,28211,2160,8426,
20-Apr-21,294365,45,8987,61,1651,10455,602,15625,2021-04-20,0,28395,291,1160,12206,1340,7811,5080,2030,21794,19577,250,53,62097,137,94,12727,91,82,4761,4656,638,12201,91,5926,10986,60,0,29574,3012,9819,
21-Apr-21,315752,24,9716,73,1665,12222,622,14519,2021-04-21,0,24638,251,1502,12553,1692,9623,5041,2204,23558,22414,183,191,67468,192,92,13107,90,97,4851,4953,619,14622,50,6542,11681,0,0,33106,4807,10784,
22-Apr-21,332531,37,10759,110,1931,11489,634,16750,2021-04-22,0,26169,359,1410,13105,1774,9742,7595,1965,25795,26995,198,145,67013,180,86,12384,73,53,6164,5450,987,14468,124,5567,12652,168,0,34254,3998,11948,
23-Apr-21,345296,42,11766,134,2384,12672,828,17397,2021-04-23,0,24331,236,1420,13804,1189,11854,5741,1937,26962,28447,152,134,66836,143,104,13590,62,89,6215,6728,792,15398,67,6206,13776,40,0,36605,4339,12876,
24-Apr-21,348996,45,11698,116,2236,12359,711,16731,2021-04-24,0,24103,251,1540,14097,2073,10491,5152,2030,29438,26685,148,157,67160,155,130,12918,63,114,6647,5663,899,15355,121,7432,14842,127,0,37944,5084,14281,
25-Apr-21,354658,51,12634,61,1844,12795,749,12666,2021-04-25,0,22933,208,2293,14296,1363,10985,5903,2381,34804,28469,120,164,66191,208,140,13601,105,180,6116,6980,1008,15809,148,8126,15659,100,0,35311,4368,15889,
26-Apr-21,319471,51,9881,168,3137,11801,821,15084,2021-04-26,0,20201,138,2321,14340,1692,11504,5541,2135,29744,21890,145,121,48700,130,146,12686,22,55,6599,6276,747,16438,23,6551,15684,98,0,33551,5058,15992,
27-Apr-21,362913,48,11434,123,3132,12604,837,14893,2021-04-27,0,24149,217,2110,14352,2157,11931,6126,3164,31830,32819,140,154,66358,147,175,13417,103,207,6073,5916,1021,16089,97,10122,15830,111,0,32921,5703,16403,
28-Apr-21,379404,52,14669,165,3045,13374,772,15563,2021-04-28,0,25986,186,3101,14120,2539,12444,8075,3023,39047,35013,116,103,63309,159,259,12758,228,124,8386,6904,1258,16613,151,8061,16665,124,0,29751,6054,17207,
29-Apr-21,386773,59,14792,194,3079,13089,801,15804,2021-04-29,0,24235,216,3019,14327,3040,13947,5961,3474,35024,38607,108,158,66159,187,314,12762,138,181,6998,6724,1122,17269,170,7994,17897,166,0,35104,6251,17403,
30-Apr-21,402014,74,17354,163,3197,15853,724,14994,2021-04-30,0,27047,192,3024,14605,2358,13833,5961,3532,48296,37199,103,105,62919,229,271,12400,140,226,8681,6063,1195,17155,205,7646,18692,141,0,34372,5654,17411,
01-May-21,392576,97,19412,217,3453,13789,799,15902,2021-05-01,0,25219,212,2303,13847,2751,13588,6323,3832,40990,35636,117,156,63282,262,319,12379,113,158,10413,7017,1379,17652,259,7754,19588,173,0,30180,5493,17512,
02-May-21,370090,38,23920,102,2385,13534,860,11825,2021-05-02,0,20394,161,2030,12978,2453,13322,4738,3571,37733,31959,140,87,56647,321,256,12662,152,216,8015,7280,1360,18298,230,7430,20768,247,0,30857,5606,17515,
03-May-21,355769,66,18972,220,4489,11407,890,15274,2021-05-03,0,18043,119,2703,12820,2630,12885,6899,3733,44438,26011,89,70,48621,246,362,12062,74,101,8914,6772,799,17296,27,5695,20952,134,0,29052,5403,17501,
04-May-21,382847,31,20034,234,4475,14794,780,15785,2021-05-04,0,19953,192,2814,13050,3824,15786,5974,4650,44631,37190,245,169,51880,339,433,12236,198,266,8216,7514,1138,16974,230,6876,21228,271,0,25770,7028,17639,
05-May-21,412624,42,22204,220,4826,14836,817,15157,2021-05-05,0,20960,170,3496,12955,3842,15416,5770,4716,50112,41953,251,127,57640,269,397,12319,238,287,9889,7953,1819,16815,221,6361,23310,240,0,31111,7783,18102,
06-May-21,414280,32,21954,222,4936,15126,759,13846,2021-05-06,0,19133,163,3869,12545,3942,14840,6974,4926,49058,42464,98,152,62194,347,380,12421,170,267,10521,8841,1510,17532,264,6026,24898,300,0,26622,8517,18431,
07-May-21,406901,56,17188,168,5626,13466,890,13628,2021-05-07,0,19832,121,4195,12064,4177,13867,5973,5443,48781,38460,114,101,54022,297,600,11708,183,309,12238,8297,1746,18231,268,11451,26465,315,0,27763,9642,19216,
08-May-21,403808,30,20065,244,5756,12948,870,12239,2021-05-08,0,17364,137,3751,11892,5424,14667,6112,4788,47563,41971,156,127,56578,375,442,11598,235,333,11807,9042,1703,17987,200,5186,27397,359,0,26636,8390,19436,
09-May-21,366455,26,22164,119,3299,11259,895,9120,2021-05-09,0,13336,90,2633,11084,3093,13548,4169,5190,47930,35801,138,125,48401,418,579,11051,168,237,10635,8436,1633,17921,227,4976,28897,351,0,23175,5890,19441,
10-May-21,329491,31,14986,205,5803,10174,863,11867,2021-05-10,0,12651,63,2804,11592,4359,12718,6187,3614,39305,27487,112,101,37236,409,424,9715,73,133,10031,8549,1266,16487,46,4826,28978,133,0,21277,5541,19445,
11-May-21,348555,28,20345,205,6258,10920,787,9717,2021-05-11,0,12481,139,3124,10990,4977,11637,4365,4352,39510,37290,135,105,40956,450,592,9754,172,269,9793,8594,2049,16080,241,4801,29272,466,0,20445,7120,20136,
12-May-21,362632,44,21452,279,5657,9863,776,10150,2021-05-12,0,13287,104,2865,11017,4977,12490,4362,4509,39998,43529,243,115,46781,406,666,8970,240,338,10982,8271,2007,16384,227,4723,30355,416,0,18023,7749,20377,
13-May-21,343005,40,22399,256,5468,7752,760,9121,2021-05-13,0,10489,100,2491,10742,4937,12286,4991,4356,35297,39955,109,193,42582,591,560,8419,141,366,10649,8410,1942,15867,231,4693,30621,480,0,17745,7127,20839,
14-May-21,326256,32,22018,263,4078,7494,650,7594,2021-05-14,0,8506,54,2455,9995,3044,10608,3776,3027,41779,34694,240,173,39923,627,726,8087,201,275,12390,8035,1974,14289,232,4305,31892,552,0,15647,5775,20846,
15-May-21,310757,26,22517,249,5347,7336,660,7664,2021-05-15,0,6430,80,1957,9061,4145,9676,3157,3677,41664,32680,177,82,34848,560,730,7571,122,304,11805,6771,1598,13565,215,4298,33658,449,0,12513,5654,19511,
16-May-21,281837,35,24171,180,3650,6894,664,4888,2021-05-16,0,6456,87,1314,8210,2378,9115,2321,4141,31531,29704,119,117,34389,569,677,7106,180,241,11732,6950,1961,10290,340,3816,33181,761,0,10505,4047,19117,
17-May-21,263021,35,18561,304,6394,5920,620,6577,2021-05-17,0,4524,37,1562,7135,3546,7488,2507,3344,38603,21402,130,219,26616,634,330,5921,150,273,10757,6881,1446,11597,70,3961,33075,335,0,9345,3719,19003,
18-May-21,267246,36,21320,356,5835,6286,526,6477,2021-05-18,0,4482,43,1358,6447,2892,7774,2925,3967,30309,31337,202,226,28438,906,624,5412,239,365,10321,7066,1797,8398,209,3982,33059,746,0,8673,4785,19428,
19-May-21,276187,35,23160,337,6143,6059,414,5680,2021-05-19,0,3846,22,1209,5246,3396,6818,1894,3969,34281,32762,134,254,34031,872,582,5065,184,244,11099,6302,1759,9849,266,3837,34875,879,0,7186,4492,19006,
20-May-21,259242,49,22610,360,6573,5871,404,5212,2021-05-20,0,3231,40,1582,4773,2648,6457,2056,4169,28869,30491,107,290,29911,1183,644,4952,192,326,11498,5469,1957,7680,249,3660,35579,720,0,6681,3658,19091,
21-May-21,257299,31,20937,394,6066,5154,406,4943,2021-05-21,0,3009,27,1625,4251,2662,5643,2151,3848,32218,29673,121,345,29644,828,656,4384,288,309,12523,5253,1702,6225,317,3464,36184,863,0,7682,3626,19847,
22-May-21,240897,31,19981,314,5980,4375,392,4328,2021-05-22,0,2260,34,1647,4205,2341,5021,2037,3408,31183,28514,131,317,26133,1123,757,3844,274,252,11108,5297,1445,6103,287,3308,35873,864,0,5964,2903,18863,
23-May-21,222834,24,18767,226,3563,4002,360,3306,2021-05-23,0,1649,30,1621,3794,1309,4400,1345,3308,25979,25820,130,193,26672,803,767,3375,214,223,12852,5021,1448,6521,324,2242,35483,876,0,4715,3050,18422,
24-May-21,195857,9,12994,480,6221,2844,245,4209,2021-05-24,0,1550,16,1401,3187,1949,3757,1394,2237,25311,17821,125,236,22122,811,538,2936,112,191,11059,4481,922,4414,101,3043,34867,426,0,3894,2071,17883,
25-May-21,208992,25,15284,429,5767,3306,258,3506,2021-05-25,0,1568,34,1549,3255,1999,2817,1247,2964,22758,29803,278,264,24136,957,824,2422,289,276,10939,4756,1237,3404,278,3821,34285,773,0,3723,2756,17005,
26-May-21,211510,23,18285,374,5699,2603,224,2829,2021-05-26,0,1491,14,1487,3085,1365,3138,977,3037,26811,28798,235,118,24752,846,847,2182,316,260,11623,4004,1321,3886,295,3762,33764,667,0,3176,2991,16225,
27-May-21,186075,16,16167,444,5704,2568,200,2824,2021-05-27,0,1072,11,1504,2869,1472,2322,695,2769,24214,24166,141,135,21273,809,813,1977,206,228,6736,3854,1137,3454,408,3614,33361,542,0,3178,2146,13046,
28-May-21,174083,19,14429,497,5436,1785,161,2840,2021-05-28,0,1141,235,1055,2521,1523,2007,687,2803,22823,22318,124,178,20740,731,732,1854,239,192,7216,3706,1223,2648,420,3527,31079,783,0,2276,1942,12193,
29-May-21,165282,28,13756,461,5613,1491,163,2437,2021-05-29,0,956,7,963,2230,1262,1868,823,2253,20628,23513,138,89,20295,613,1007,1640,277,156,7188,3036,996,2314,273,2982,30016,595,0,2014,1687,11514,
30-May-21,153396,20,13400,172,3245,1475,182,1655,2021-05-30,0,946,14,645,1871,861,1452,703,2256,20378,19894,49,297,18600,742,1032,1476,329,192,9541,2584,930,2298,264,1801,28864,854,0,1864,1226,11284,
31-May-21,126883,21,7943,322,4348,1113,124,2163,2021-05-31,0,648,63,602,1681,865,1246,831,1525,16604,12300,165,149,15077,408,869,1205,99,117,8313,2192,627,1498,146,2524,27936,394,0,1472,1156,10137,
01-Jun-21,133152,13,11303,370,4682,1174,108,1886,2021-06-01,0,623,31,903,1561,921,1233,609,1895,14304,19760,88,89,14123,467,798,1078,312,174,8735,2149,979,1002,309,2493,26513,841,0,1221,981,9424,
02-Jun-21,134044,25,12768,376,4178,1158,134,1792,2021-06-02,0,576,17,706,1333,891,1171,532,1718,16387,19661,91,169,15169,532,729,991,235,218,8399,2214,867,1276,250,2384,25317,571,0,1283,1003,8923,
03-Jun-21,132424,27,11421,364,4309,1106,111,1619,2021-06-03,0,487,27,572,1207,995,980,1015,1801,18324,18853,113,144,15229,552,621,846,225,168,8839,2144,815,1258,289,2261,24405,677,0,1220,589,8811,
04-Jun-21,120454,18,10413,404,4548,991,88,1460,2021-06-04,0,523,47,576,1120,787,895,478,1723,16068,16229,122,89,14152,584,791,798,205,147,7729,2005,712,1006,353,2175,22651,650,0,1112,892,7913,
05-Jun-21,114488,17,10373,327,3781,1007,98,1356,2021-06-05,0,414,14,567,996,818,723,517,1448,13800,17328,71,99,13659,497,717,718,236,309,7395,1878,613,942,253,2070,21410,708,0,1028,619,7682,
06-Jun-21,101209,14,8976,223,2228,920,74,999,2021-06-06,0,381,6,403,848,357,654,293,1440,12209,14672,50,70,12557,488,823,735,267,77,7002,1563,640,904,340,1436,20421,654,0,1037,446,7002,
07-Jun-21,85804,12,4872,360,3804,762,48,1285,2021-06-07,0,231,1,418,778,656,640,358,977,11958,9313,61,38,10219,438,598,571,112,145,6118,1269,482,629,59,1933,19448,235,0,694,395,5887,
08-Jun-21,92787,23,7796,304,3948,711,71,1102,2021-06-08,0,316,8,473,695,596,635,603,1184,9808,15567,72,99,10891,379,748,535,315,133,5896,1252,545,529,255,1897,18023,700,0,705,546,5427,
09-Jun-21,93883,14,8766,247,3751,589,84,954,2021-06-09,0,337,11,456,644,554,528,302,1098,10959,16204,55,128,10989,448,775,453,202,186,6019,1393,642,520,231,1813,17321,625,0,688,513,5384,
10-Jun-21,91849,29,8110,245,3756,551,66,1034,2021-06-10,0,305,10,413,544,533,539,293,1117,11042,14424,90,71,12207,603,730,420,337,113,6097,1311,507,538,287,1798,16813,658,0,596,388,5274,
11-Jun-21,84574,36,8239,358,3666,566,70,741,2021-06-11,0,238,8,423,481,505,463,291,906,8249,14233,31,49,11766,514,687,397,210,116,5235,1201,429,446,147,1707,15759,641,0,596,287,4883,
12-Jun-21,80525,10,6952,298,3463,432,58,813,2021-06-12,0,213,5,472,490,370,426,239,866,9785,13832,38,53,10697,501,554,334,178,96,4852,961,442,368,167,1771,15108,428,0,504,463,4286,
13-Jun-21,71001,18,6770,134,2167,487,54,459,2021-06-13,0,255,0,420,455,237,339,154,774,7810,11584,17,34,10442,305,530,277,345,82,4469,956,402,308,157,1280,14016,565,0,452,263,3984,
14-Jun-21,60008,8,4549,366,3678,324,50,600,2021-06-14,0,131,1,253,405,326,268,151,599,6835,7719,50,27,8129,403,459,242,97,109,4339,622,309,277,36,1511,12772,235,0,313,296,3519,
15-Jun-21,62215,11,5741,290,3415,410,40,609,2021-06-15,0,228,8,327,352,321,228,184,715,5041,12246,38,61,7652,450,785,224,268,101,3405,628,355,172,209,1556,11805,528,0,270,274,3268,
16-Jun-21,67289,26,6617,250,3386,370,41,573,2021-06-16,0,212,8,310,298,210,249,190,635,7345,13270,33,42,10107,495,752,160,268,111,3535,675,430,280,147,1489,10448,536,0,251,353,3187,
17-Jun-21,62436,29,6151,295,3477,385,69,590,2021-06-17,0,158,13,254,283,292,232,146,656,5983,12469,22,38,9830,478,495,145,236,76,3631,728,326,205,90,1492,9118,487,0,275,264,3018,
18-Jun-21,60765,28,6341,209,3706,347,48,509,2021-06-18,0,165,7,315,262,344,209,141,671,5783,11361,26,15,9798,650,603,110,302,56,3806,612,353,150,162,1417,8633,467,0,149,222,2788,
19-Jun-21,58615,31,5674,231,3571,349,45,479,2021-06-19,0,135,10,302,228,239,170,135,521,5815,12443,53,38,8912,514,592,110,313,94,3427,594,295,193,151,1362,8183,443,0,257,220,2486,
20-Jun-21,52978,12,5646,158,1775,294,27,352,2021-06-20,0,124,3,207,185,128,201,138,585,4517,11647,22,13,9361,390,527,87,193,57,3577,541,251,144,87,1006,7817,367,0,219,136,2184,
21-Jun-21,42683,9,2620,294,2805,245,14,496,2021-06-21,0,89,3,218,151,193,162,122,362,4867,7449,33,28,6270,269,353,89,662,126,3031,355,233,151,25,1197,7427,175,0,118,163,1879,
22-Jun-21,50817,10,4169,289,2869,268,23,482,2021-06-22,0,397,3,303,135,188,146,110,428,3709,12617,33,33,8470,421,575,65,374,64,2957,405,284,137,137,1175,6895,421,0,202,171,1852,
23-Jun-21,54309,13,4684,252,2728,298,53,421,2021-06-23,0,588,3,240,138,258,174,139,444,4436,12787,10,55,10066,482,629,84,419,103,3456,509,263,155,131,1114,6596,395,0,112,149,1925,
24-Jun-21,51659,2,4981,298,2781,212,22,317,2021-06-24,0,109,3,229,129,161,102,114,448,3979,12078,22,42,9844,420,549,62,237,88,3650,369,298,147,92,1088,6162,359,0,224,118,1923,
25-Jun-21,48768,1,4458,266,2793,207,39,293,2021-06-25,0,115,4,222,123,153,140,133,498,3310,11546,17,31,9604,602,585,50,224,130,2912,338,261,131,130,1061,5755,369,0,206,128,1933,
26-Jun-21,49844,5,4147,287,2640,190,23,361,2021-06-26,0,85,3,235,122,184,121,98,342,4272,12118,21,27,9812,505,561,46,232,91,3554,307,228,141,130,1028,5415,291,0,164,164,1894,
27-Jun-21,46523,9,4250,165,1523,185,20,244,2021-06-27,0,259,6,215,112,118,115,81,415,3604,10905,23,28,9974,462,669,39,233,111,3408,297,231,162,170,748,5127,485,0,212,82,1836,
28-Jun-21,37070,7,2224,295,2689,165,8,405,2021-06-28,0,59,8,138,96,148,96,90,259,2576,8063,58,28,6727,336,432,37,131,56,3319,253,144,72,71,993,4804,219,0,183,120,1761,
29-Jun-21,46104,4,3620,344,2672,190,24,383,2021-06-29,0,101,8,213,93,167,78,95,308,3222,13550,16,27,8085,378,780,38,364,94,2640,215,196,121,142,987,4512,476,0,172,194,1595,
30-Jun-21,48606,1,3797,286,2479,260,14,403,2021-06-30,0,94,5,240,90,143,87,85,364,3382,13658,35,28,9771,352,592,33,256,128,3371,258,264,100,220,917,4506,431,0,156,322,1478,
01-Jul-21,46781,2,3841,311,2669,187,17,410,2021-07-01,0,93,1,231,84,167,85,96,298,3203,12868,17,38,9195,577,508,40,417,66,3087,290,216,75,122,869,4481,450,0,145,124,1501,
02-Jul-21,44187,6,3464,404,2453,181,13,305,2021-07-02,0,93,4,183,80,150,76,88,331,2984,12095,11,35,8753,485,656,43,278,77,3222,195,175,76,111,858,4230,409,0,132,109,1422,
03-Jul-21,43027,3,2930,365,2375,136,18,294,2021-07-03,0,86,2,169,76,115,52,91,338,2082,12456,14,18,9489,460,689,49,233,69,2917,171,147,90,178,848,4013,394,0,111,158,1391,
04-Jul-21,40150,4,3175,168,1213,109,10,229,2021-07-04,0,94,2,164,70,87,51,52,347,1564,12100,5,39,9336,489,643,47,243,68,2870,151,172,71,176,605,3867,428,0,126,78,1297,
05-Jul-21,34026,0,2100,426,2640,76,12,319,2021-07-05,0,54,0,130,62,158,54,46,274,2848,8037,9,36,6740,377,432,32,88,40,2803,134,128,55,95,808,3715,226,0,118,69,885,
06-Jul-21,43964,5,3042,348,2433,143,12,322,2021-07-06,0,79,6,257,69,145,73,55,231,3104,14372,8,11,8418,457,863,27,520,60,2487,186,140,47,177,784,3479,474,0,79,89,962,
07-Jul-21,45701,4,3166,404,2289,104,28,330,2021-07-07,0,93,3,192,65,172,63,75,280,2743,15600,6,18,9558,354,760,28,301,44,2602,234,189,51,170,772,3367,461,0,116,77,982,
08-Jul-21,43504,1,2982,399,2644,115,14,346,2021-07-08,0,93,1,195,62,128,55,55,262,2530,13772,12,15,9083,532,839,26,548,64,2542,225,155,69,222,731,3211,407,0,110,64,995,
09-Jul-21,42660,0,3040,403,2493,95,17,391,2021-07-09,0,81,1,220,56,180,57,55,261,2290,13563,12,22,8992,426,852,29,311,60,2806,152,126,62,170,729,3039,531,0,83,65,990,
10-Jul-21,41494,0,2925,478,2391,87,12,359,2021-07-10,0,76,4,155,53,138,38,56,185,2162,14087,19,9,8296,485,788,27,537,111,2334,122,134,56,198,704,2913,411,0,98,49,997,
11-Jul-21,37654,0,2665,254,1579,136,8,188,2021-07-11,0,53,2,131,42,63,36,49,224,1978,12220,9,2,8535,425,911,23,442,78,2282,129,145,52,144,465,2775,518,0,125,42,924,
12-Jul-21,30818,1,1578,566,2575,72,10,297,2021-07-12,0,45,2,108,32,93,28,43,155,1386,7798,9,7,7603,273,890,18,190,76,1993,116,81,33,90,696,2652,270,0,96,51,885,
13-Jul-21,40314,3,2567,431,2169,102,3,295,2021-07-13,0,76,1,164,31,150,36,40,143,1913,14539,23,11,7243,365,796,1390,519,88,1930,107,124,28,226,767,2505,566,0,56,44,863,
14-Jul-21,41759,3,2591,465,2046,113,7,252,2021-07-14,0,77,2,227,41,93,40,68,161,1990,15637,4,5,8602,422,1104,11,468,109,2074,108,121,37,169,749,2458,558,0,83,33,831,
15-Jul-21,39071,2,2526,367,1992,125,5,333,2021-07-15,0,72,0,126,38,136,34,54,203,1977,13773,3,7,8010,412,1039,20,581,132,2110,98,103,33,137,710,2405,492,0,70,55,891,
16-Jul-21,38117,4,2345,443,1782,90,6,312,2021-07-16,0,66,3,120,39,126,46,55,221,1806,13750,6,10,7761,441,1128,15,455,95,2070,103,104,35,151,715,2312,495,0,86,39,882,
17-Jul-21,41283,1,2672,475,1727,79,8,226,2021-07-17,0,59,1,159,37,113,41,61,179,1869,16148,6,8,8172,507,1171,11,484,100,2182,118,94,42,157,729,2205,430,0,81,32,899,
18-Jul-21,38330,4,2974,258,1329,81,19,165,2021-07-18,0,51,4,120,33,54,35,32,146,1708,13956,11,3,9000,388,963,18,463,106,2215,86,100,26,155,578,2079,325,0,25,19,801,
19-Jul-21,29420,6,1628,506,1797,54,4,316,2021-07-19,0,36,6,99,24,125,30,64,123,1291,9931,7,12,6017,387,774,12,336,62,1648,53,42,33,257,746,1971,286,0,37,34,666,
20-Jul-21,42128,2,2498,476,1798,82,14,189,2021-07-20,0,44,8,132,29,102,36,33,88,1464,16848,14,16,9389,500,1127,19,806,94,2085,68,78,22,147,657,1904,488,0,69,50,752,
21-Jul-21,41687,3,2527,418,1547,88,7,188,2021-07-21,0,62,7,131,28,67,35,46,144,1639,17481,4,1,8159,558,1327,15,725,105,1927,66,112,22,251,691,1891,457,0,52,37,869,
22-Jul-21,34863,4,1843,486,1796,61,2,217,2021-07-22,0,49,4,97,34,115,25,22,84,1653,12818,2,7,7302,513,928,17,625,81,1948,69,68,25,294,648,1872,253,0,52,56,793,
