date,TT,AN,AP,AR,AS,BR,CH,CT,DATEYMD,DD,DL,DN,GA,GJ,HP,HR,JH,JK,KA,KL,LA,LD,MH,ML,MN,MP,MZ,NL,OR,PB,PY,RJ,SK,TG,TN,TR,UN,UP,UT,WB,
16-May-21,4098,3,101,3,56,89,10,144,2021-05-16,0,262,0,43,82,70,139,48,59,403,89,0,1,974,19,16,79,1,13,19,202,32,156,2,27,311,2,0,308,188,147,
17-May-21,4334,1,109,4,92,96,6,149,2021-05-17,0,340,0,53,81,58,114,60,73,476,87,0,0,1000,16,14,77,2,7,22,191,28,157,5,30,335,10,0,271,223,147,
18-May-21,4529,3,99,2,73,111,6,153,2021-05-18,0,265,0,45,67,78,124,62,71,525,97,5,1,1291,19,20,70,3,12,22,231,33,146,2,27,364,4,0,255,98,145,
19-May-21,3877,3,106,2,89,104,9,146,2021-05-19,0,235,0,31,71,69,153,53,62,468,112,1,3,594,24,23,88,1,6,21,208,29,139,2,25,365,5,0,280,193,157,
20-May-21,4209,1,114,0,74,98,10,113,2021-05-20,0,233,0,44,64,65,129,60,67,548,128,1,2,984,10,11,88,0,11,25,191,28,127,3,23,397,3,0,236,159,162,
21-May-21,4194,2,104,3,81,98,14,96,2021-05-21,0,252,0,30,65,57,112,46,43,353,142,1,2,1263,25,15,79,0,13,27,172,26,129,3,25,467,2,0,172,116,159,
22-May-21,3739,3,118,3,79,103,12,103,2021-05-22,0,182,0,39,54,55,98,41,48,451,176,3,2,682,21,13,89,1,13,26,201,30,115,1,21,448,2,0,218,134,154,
23-May-21,4454,2,104,3,72,107,10,92,2021-05-23,0,189,0,42,53,59,97,37,51,624,188,2,0,1320,22,14,75,2,14,28,192,34,113,3,19,422,6,0,231,71,156,
24-May-21,3509,1,96,4,84,93,7,60,2021-05-24,0,207,0,38,45,61,95,33,45,529,196,0,0,592,26,17,60,0,12,32,187,23,103,8,21,404,2,0,153,122,153,
25-May-21,4160,2,106,2,92,104,5,77,2021-05-25,0,156,0,39,44,60,128,20,53,588,177,1,2,1137,19,15,68,1,18,33,174,26,105,5,23,468,5,0,157,93,157,
26-May-21,3843,2,99,3,90,99,8,56,2021-05-26,0,130,0,39,36,44,106,19,40,530,151,2,0,992,10,10,72,0,12,35,185,27,107,2,20,475,3,0,193,93,153,
27-May-21,3659,1,104,2,83,98,7,69,2021-05-27,0,117,0,39,33,59,98,16,37,476,181,4,2,884,12,18,70,0,11,34,177,20,85,1,18,474,6,0,187,88,148,
28-May-21,3611,4,103,2,80,61,6,67,2021-05-28,0,139,0,32,27,64,96,20,56,401,194,2,1,973,20,13,63,1,5,33,176,21,78,3,19,486,6,0,154,60,145,
29-May-21,3463,0,104,3,77,48,5,64,2021-05-29,0,122,0,27,29,30,97,13,46,492,198,0,2,832,7,15,68,0,7,35,125,21,70,4,21,486,13,0,155,99,148,
30-May-21,3130,1,94,1,55,52,5,37,2021-05-30,0,78,0,28,25,41,89,19,29,381,186,1,1,814,13,17,60,1,13,33,127,21,66,3,16,493,9,0,138,41,142,
31-May-21,2783,1,98,0,65,59,8,32,2021-05-31,0,86,0,24,18,16,82,13,37,411,174,1,1,500,14,14,48,4,0,35,118,18,68,3,18,478,6,0,151,51,131,
01-Jun-21,3205,3,104,1,51,59,5,29,2021-06-01,0,62,0,22,22,38,80,9,32,464,194,1,0,854,14,18,45,2,9,37,99,14,65,4,15,490,6,0,175,45,137,
02-Jun-21,2898,1,98,2,61,46,3,40,2021-06-02,0,103,0,22,18,29,78,11,24,463,213,1,2,553,24,14,45,2,27,40,99,17,65,3,17,483,6,0,115,38,135,
03-Jun-21,2717,0,81,1,46,28,1,22,2021-06-03,0,45,0,17,17,23,71,10,29,514,153,2,0,643,9,10,50,2,5,42,92,16,44,3,18,460,9,0,108,38,108,
04-Jun-21,3372,2,83,3,54,23,3,23,2021-06-04,0,50,0,17,16,27,73,13,34,364,135,1,1,1377,18,14,50,2,12,39,87,18,40,3,15,463,5,0,136,58,113,
05-Jun-21,2682,1,80,1,44,21,3,30,2021-06-05,0,60,0,17,15,19,59,12,25,365,209,1,2,741,9,9,38,4,6,40,82,12,32,2,18,443,11,0,120,33,118,
06-Jun-21,2444,0,90,2,37,41,4,25,2021-06-06,0,34,0,16,12,18,48,8,23,320,227,0,0,618,12,9,42,1,4,42,67,15,25,5,14,434,8,0,101,35,107,
07-Jun-21,2107,1,86,0,37,43,2,26,2021-06-07,0,36,0,80,11,18,39,6,16,340,211,0,3,340,5,15,32,2,3,41,84,10,31,0,16,351,6,0,81,32,103,
08-Jun-21,2222,2,77,1,43,34,5,14,2021-06-08,0,41,0,19,11,13,38,13,11,179,124,0,1,702,9,12,36,2,3,45,59,6,32,2,15,409,8,0,92,66,98,
09-Jun-21,6139,0,67,2,55,3971,2,14,2021-06-09,0,36,0,18,10,15,40,3,17,192,156,0,0,661,16,7,36,1,3,43,74,4,30,1,17,405,5,0,91,52,95,
10-Jun-21,3414,0,67,5,51,23,2,14,2021-06-10,0,44,0,14,11,17,32,5,25,194,194,2,0,1915,10,10,34,3,6,44,74,9,23,3,14,358,14,0,81,29,87,
11-Jun-21,3996,0,61,5,29,14,3,15,2021-06-11,0,24,0,8,9,7,43,1,17,159,173,0,1,2619,10,19,35,0,4,43,68,11,27,2,16,378,5,0,70,31,89,
12-Jun-21,3300,1,58,5,42,18,3,11,2021-06-12,0,28,0,15,6,17,45,0,14,144,171,0,0,1966,13,15,21,1,3,47,68,9,16,0,13,374,8,0,68,19,81,
13-Jun-21,3922,0,58,2,36,8,3,6,2021-06-13,0,23,0,14,6,7,43,2,12,125,206,0,1,2771,6,15,21,1,5,45,59,7,7,0,15,267,9,0,51,7,84,
14-Jun-21,2733,0,59,6,43,13,2,17,2021-06-14,0,16,0,9,6,7,40,1,9,120,161,1,0,1592,10,16,36,7,3,44,40,7,20,0,12,254,7,0,72,25,78,
15-Jun-21,2540,0,53,4,34,9,3,8,2021-06-15,0,12,0,10,4,12,38,4,10,115,166,1,1,1458,7,8,27,0,3,42,48,5,14,3,14,267,4,0,56,25,75,
16-Jun-21,2329,1,57,0,36,9,2,12,2021-06-16,0,25,0,13,5,4,39,3,12,148,147,0,0,1236,8,10,34,2,2,44,48,6,9,1,11,270,5,0,49,12,69,
17-Jun-21,1591,0,58,3,41,4,3,7,2021-06-17,0,10,0,9,6,10,38,3,9,138,88,1,0,636,4,13,30,3,5,39,40,8,10,2,13,210,5,0,67,14,64,
18-Jun-21,1645,0,57,1,33,9,2,7,2021-06-18,0,14,0,6,5,5,36,2,8,168,90,0,0,648,9,12,28,1,1,37,33,4,9,3,12,287,3,0,51,6,58,
19-Jun-21,1574,0,45,0,40,7,2,9,2021-06-19,0,7,0,9,5,10,33,2,4,161,115,1,1,682,5,6,30,2,1,42,31,6,7,1,10,180,5,0,51,9,55,
20-Jun-21,1424,0,50,0,30,7,0,10,2021-06-20,0,7,0,6,4,3,30,0,14,120,112,1,0,605,4,8,30,4,1,40,24,3,4,2,11,182,4,0,46,9,53,
21-Jun-21,1167,0,44,0,35,7,0,8,2021-06-21,0,11,0,7,2,6,29,1,10,142,94,0,0,352,5,8,19,2,6,43,28,3,6,0,9,189,4,0,46,9,42,
22-Jun-21,1359,0,53,1,37,6,0,7,2021-06-22,0,8,0,11,3,5,20,2,7,139,141,0,1,482,3,10,20,1,2,38,34,1,3,3,10,194,4,0,58,8,47,
23-Jun-21,1323,0,36,0,30,6,1,5,2021-06-23,0,7,0,5,3,8,19,2,4,123,150,0,0,508,9,9,21,1,0,46,35,4,1,0,12,166,4,0,54,16,38,
24-Jun-21,1328,0,38,2,34,4,0,8,2021-06-24,0,8,0,9,2,2,19,2,11,138,136,0,0,556,10,11,22,1,2,44,21,3,0,2,9,155,2,0,30,6,41,
25-Jun-21,1183,0,38,3,26,3,0,8,2021-06-25,0,4,0,5,3,2,18,1,7,114,118,0,1,511,7,8,22,2,2,40,12,5,0,1,11,150,2,0,15,9,35,
26-Jun-21,1258,0,38,2,33,2,0,4,2021-06-26,0,9,0,5,3,6,17,3,5,115,118,0,0,511,3,15,25,2,6,47,23,2,5,2,9,148,3,0,62,3,32,
27-Jun-21,978,0,33,0,37,1,0,4,2021-06-27,0,4,0,7,3,2,17,1,8,89,62,0,0,405,2,16,21,0,0,39,12,3,4,0,8,91,3,0,75,2,29,
28-Jun-21,907,1,31,0,42,4,0,6,2021-06-28,0,2,0,7,3,3,16,0,6,93,110,0,0,287,8,6,19,0,6,43,20,1,2,3,9,98,4,0,41,4,32,
29-Jun-21,819,0,41,1,27,1,1,1,2021-06-29,0,4,0,2,2,1,16,2,6,93,104,0,0,231,4,11,18,1,0,40,22,3,2,1,7,118,3,0,18,3,35,
30-Jun-21,1002,0,35,4,30,4,0,1,2021-06-30,0,6,0,6,3,2,14,0,7,111,142,0,0,141,7,9,15,1,2,48,19,1,3,2,10,113,2,0,14,221,29,
01-Jul-21,857,0,38,4,38,4,0,6,2021-07-01,0,4,0,6,3,1,15,0,4,94,124,0,1,252,6,12,12,0,3,45,20,2,2,1,8,102,5,0,10,8,27,
02-Jul-21,737,0,35,0,27,2,0,5,2021-07-02,0,2,0,2,2,1,15,0,6,88,146,0,0,156,5,13,8,1,0,46,14,8,7,0,9,97,1,0,15,3,23,
03-Jul-21,950,0,36,0,28,5,0,3,2021-07-03,0,5,0,7,3,1,13,1,2,86,135,0,0,371,6,13,12,1,1,45,17,1,4,0,6,115,2,0,6,4,21,
04-Jul-21,725,0,29,1,20,2,0,3,2021-07-04,0,7,0,4,2,1,12,1,2,59,75,2,0,306,7,8,8,0,0,42,7,1,4,0,7,72,3,0,18,2,20,
05-Jul-21,552,0,26,2,31,5,1,1,2021-07-05,0,2,0,2,2,1,10,2,6,67,102,0,0,106,9,8,6,3,0,52,12,1,3,1,7,54,4,0,6,2,18,
06-Jul-21,930,0,28,2,34,5,0,5,2021-07-06,0,4,0,4,1,1,10,1,2,92,142,0,0,395,9,14,2,0,4,51,9,1,1,0,5,73,5,0,10,3,17,
07-Jul-21,819,0,21,3,26,1,0,2,2021-07-07,0,4,0,3,0,1,9,0,4,75,148,0,0,326,6,11,2,1,2,59,10,2,0,2,7,64,4,0,10,0,16,
08-Jul-21,908,0,27,1,21,2,0,3,2021-07-08,0,3,0,4,0,0,10,1,4,62,142,1,0,439,4,12,4,2,0,57,16,2,0,1,4,57,2,0,10,0,17,
09-Jul-21,1207,0,14,1,24,0,0,5,2021-07-09,0,3,0,2,1,1,9,0,1,68,130,1,0,738,9,10,1,0,2,61,11,1,1,0,6,69,6,0,13,0,19,
10-Jul-21,898,1,26,2,24,4,0,3,2021-07-10,0,1,0,7,0,3,8,0,2,48,109,0,0,494,7,7,1,2,0,58,9,1,2,1,5,49,3,0,4,0,17,
11-Jul-21,720,0,16,1,16,0,0,3,2021-07-11,0,3,0,2,0,1,8,0,1,56,97,0,0,350,2,14,0,4,0,65,9,0,0,2,4,47,0,0,5,1,13,
12-Jul-21,2024,0,22,2,37,1,0,0,2021-07-12,0,3,0,0,1,1,6,0,0,61,100,0,0,146,5,15,1481,5,4,63,7,2,0,2,6,36,3,0,2,2,11,
13-Jul-21,625,0,18,2,23,0,0,4,2021-07-13,0,2,0,4,0,4,7,1,1,48,124,0,0,196,5,22,2,1,3,68,6,0,0,0,3,48,2,0,4,10,17,
14-Jul-21,578,0,15,2,22,2,0,4,2021-07-14,0,1,0,0,0,3,8,0,2,45,128,0,0,170,3,17,0,2,2,65,8,1,2,0,5,55,1,0,0,1,14,
15-Jul-21,544,0,24,2,27,4,0,3,2021-07-15,0,1,0,1,0,3,7,0,1,48,87,0,0,170,5,14,2,1,0,66,5,1,0,1,4,49,3,0,1,2,12,
16-Jul-21,560,0,16,2,24,1,0,3,2021-07-16,0,1,0,4,0,2,8,0,1,42,130,0,0,167,5,10,0,3,3,64,3,2,0,1,4,46,1,0,6,1,10,
17-Jul-21,517,0,18,2,23,1,0,2,2021-07-17,0,4,0,3,1,1,7,0,1,42,114,0,0,124,8,15,2,1,5,67,9,1,2,2,5,43,1,0,4,1,8,
18-Jul-21,501,0,17,1,15,2,0,2,2021-07-18,0,0,0,2,1,2,6,0,1,36,81,0,0,180,6,11,0,2,4,66,9,2,1,3,3,29,2,0,6,0,11,
19-Jul-21,372,0,22,1,20,1,0,4,2021-07-19,0,3,0,0,0,0,6,2,1,40,58,0,0,66,10,16,0,1,2,58,4,0,1,0,5,28,3,0,7,1,12,
20-Jul-21,3998,0,24,0,10,2,0,4,2021-07-20,0,5,0,2,0,0,3,0,6,29,104,0,0,3656,13,17,0,2,2,56,7,3,0,1,2,30,1,0,9,0,10,
21-Jul-21,510,0,19,1,25,3,0,2,2021-07-21,0,4,0,5,0,0,3,0,1,36,106,0,0,165,6,15,0,2,3,69,2,0,0,1,5,27,2,0,2,0,6,
22-Jul-21,481,0,12,4,22,0,0,1,2021-07-22,0,1,0,5,0,2,2,0,1,31,122,0,0,120,14,12,0,3,1,67,4,2,1,2,3,29,1,0,4,2,13,
23-Jul-21,542,0,14,4,15,0,0,1,2021-07-23,0,1,0,3,0,2,3,0,1,30,132,1,0,167,21,15,0,1,1,69,6,3,0,1,4,24,2,0,5,0,16,
24-Jul-21,541,0,18,1,23,2,0,3,2021-07-24,0,0,0,0,0,2,1,2,0,29,98,0,0,224,5,14,0,4,1,68,2,1,0,1,2,27,4,0,1,0,8,
25-Jul-21,411,0,15,3,22,2,0,5,2021-07-25,0,2,0,6,0,1,2,0,0,22,66,0,0,123,10,13,0,1,4,67,8,2,0,0,4,22,1,0,1,0,9,
26-Jul-21,418,0,17,2,26,0,0,1,2021-07-26,0,1,0,4,0,2,3,0,1,31,135,0,0,53,7,9,0,1,3,62,12,1,0,1,3,26,5,0,0,0,12,
27-Jul-21,641,0,19,3,18,0,0,2,2021-07-27,0,2,0,4,0,2,2,1,0,32,156,0,0,254,9,11,0,2,5,60,3,1,1,2,4,29,3,0,4,2,10,
28-Jul-21,640,0,20,3,21,0,0,1,2021-07-28,0,3,0,2,0,2,3,1,1,19,131,0,1,286,8,12,1,1,2,69,5,1,0,0,2,29,1,0,1,0,14,
29-Jul-21,549,0,20,1,20,3,0,0,2021-07-29,0,0,0,2,0,0,3,0,1,35,128,0,0,190,14,11,0,0,4,65,4,0,0,4,3,28,2,0,-3,0,14,
30-Jul-21,598,0,22,1,20,1,1,3,2021-07-30,0,3,0,2,0,0,3,2,1,34,116,0,0,231,11,20,0,3,5,66,2,1,0,5,4,27,4,0,4,1,5,
31-Jul-21,542,0,23,3,19,0,1,1,2021-07-31,0,1,0,1,0,1,2,0,0,37,80,0,0,225,12,15,0,5,5,68,1,2,1,2,2,26,1,0,0,0,8,
01-Aug-21,424,0,18,2,15,1,0,1,2021-08-01,0,1,0,1,0,0,3,1,1,25,56,0,0,157,11,10,0,2,4,64,1,0,0,1,3,26,0,0,7,0,13,
02-Aug-21,420,0,15,3,19,0,0,3,2021-08-02,0,0,0,2,0,1,1,0,2,25,118,0,0,90,13,12,0,1,4,67,0,0,0,1,2,28,0,0,0,1,12,
03-Aug-21,561,0,18,0,13,0,0,2,2021-08-03,0,4,0,2,0,1,2,0,3,38,148,0,0,177,9,14,0,4,3,69,5,0,0,2,4,29,0,0,2,3,9,
04-Aug-21,532,0,16,2,19,2,0,1,2021-08-04,0,0,0,1,0,4,3,0,1,30,108,0,0,195,7,14,0,2,2,66,0,3,0,1,3,38,2,0,2,0,10,
05-Aug-21,465,0,24,0,17,0,0,2,2021-08-05,0,2,0,3,0,4,2,0,1,25,117,0,0,120,8,8,1,1,2,68,2,0,0,2,3,33,4,0,3,0,13,
06-Aug-21,616,0,22,1,14,0,0,3,2021-08-06,0,5,0,1,1,2,1,1,0,36,187,0,0,187,14,14,0,3,1,66,11,1,0,1,2,30,1,0,1,1,9,
07-Aug-21,491,0,23,3,15,0,0,3,2021-08-07,0,1,0,2,0,0,1,0,0,32,139,0,0,128,7,12,0,1,1,64,1,1,0,3,4,29,4,0,2,0,15,
08-Aug-21,447,0,18,2,15,0,0,1,2021-08-08,0,0,0,1,0,1,1,0,3,20,93,0,0,151,9,10,0,5,2,69,3,0,0,0,2,28,1,0,0,0,12,
09-Aug-21,376,0,18,4,17,0,0,0,2021-08-09,0,1,0,4,0,1,1,0,1,24,105,0,1,68,11,7,0,1,0,66,4,0,0,0,3,23,3,0,1,1,11,
10-Aug-21,496,0,15,2,16,0,0,4,2021-08-10,0,1,0,0,0,2,2,0,2,31,152,0,0,137,11,7,0,3,0,64,2,0,0,1,3,27,1,0,1,0,12,
11-Aug-21,491,0,18,3,14,0,0,1,2021-08-11,0,0,0,0,0,2,1,0,1,33,116,0,0,163,10,10,0,1,6,65,3,1,0,3,2,28,2,0,1,1,6,
